freq,val
1.60933736551954,1
2.07591929882875,1
2.31301518130027,1
1.87576418441162,1
1.58733953658045,1
2.7988994373599,1
1.97826678125413,1
1.72495778357059,1
2.2766563274995,1
1.50007393824535,1
2.95746107976702,1
1.35445338496824,1
3.61271032560377,1
1.39556940954898,1
2.62070433257615,1
1.66127998706247,1
1.54545059861817,1
2.86941493906419,1
1.63303257635753,1
1.77154624366148,1
1.56059591649985,1
2.56423396187659,1
1.61206175527772,1
2.21075809434796,1
1.52101121326422,1
2.35398152122833,1
1.10083643734908,1
1.03774443284907,1
1.23828791490758,1
1.0841495882007,1
1.32780100348535,1
2.48557301499239,1
1.06953257904787,1
1.38588223548007,1
2.47121428350484,1
1.37219294712066,1
2.59729599635787,1
1.73536952475405,1
1.11817551215868,1
1.04020855972881,1
1.19683557317553,1
1.39833574072989,1
2.681269249473,1
1.30527633680768,1
1.73241641833469,1
2.39040890939506,1
2.12300994047231,1
1.94067732123502,1
1.70707065154688,1
2.61537303826587,1
1.49704711086759,1
2.98554234244733,1
1.39813314150126,1
2.19180390416775,1
1.4597838024658,1
2.87159952327417,1
1.47632619320668,1
2.47583099556784,1
1.5403681822798,1
3.01950420483699,1
1.16775903051253,1
1.0888108535178,1
1.55355821714427,1
2.55656669226838,1
1.57842008032203,1
1.68008585425082,1
1.8987843079474,1
2.90922902347087,1
1.53065722849521,1
2.93012994478733,1
1.41461534815022,1
2.66837120346104,1
1.61833657795885,1
1.5640322497109,1
2.30641765481616,1
1.46823130999101,1
2.97601409662282,1
1.53220084105533,1
4.40690347426235,1
1.36677472414376,1
2.41903164205535,1
1.38746151305445,1
2.77106922908958,1
1.38934159819514,1
2.87884349475822,1
1.41192115413947,1
2.27264336117665,1
1.99481871862177,1
1.07772288260354,1
1.03684085013673,1
1.40215486856585,1
2.31293011291347,1
1.99518236954265,1
1.52134288576079,1
3.19793656168886,1
1.57441697887236,1
1.96617510492147,1
1.56003916662386,1
2.2633125797898,1
1.58802219163693,1
2.03428789542482,1
1.66750050177139,1
1.91035128257932,1
1.77143206448057,1
2.30922276187595,1
1.60820697433747,1
2.09617800548797,1
1.72242557447023,1
1.72545451565468,1
2.16997455856316,1
1.83923037873167,1
2.39781318319631,1
1.20386332652546,1
1.36555635499595,1
1.70937082996915,1
2.39127276907504,1
1.57730773760797,1
0.909597154726548,1
1.28615990898588,1
2.25136902892016,1
1.7971591116685,1
1.72318273769714,1
3.03218936520518,1
1.51616592536594,1
2.52640954499074,1
1.05393029988225,1
1.45448656254083,1
2.19733293118201,1
1.58583401763069,1
2.08823279837455,1
2.22361383955922,1
1.53751678275383,1
3.80490346984659,1
1.25118885451428,1
3.45879913294375,1
1.53085180879041,1
2.9720952603466,1
1.05287929062419,1
1.36031217434856,1
2.27865608596768,1
1.66053156445861,1
1.60674674419076,1
2.61907840588068,1
1.52773491418225,1
3.06595187138548,1
1.46419738884782,1
2.73966427481284,1
1.03627278610464,1
1.43943994404865,1
1.69810328745247,1
2.64470888179617,1
1.52060701943041,1
1.79763476188693,1
2.78693311105921,1
1.56620195220181,1
2.80615087184545,1
1.69423190806545,1
1.68254844912205,1
1.93307776634735,1
2.50555114217792,1
1.51460051654954,1
3.16966474289794,1
1.44358826481436,1
2.61971534694191,1
1.37077753365801,1
2.96512358647179,1
1.46181748655756,1
2.71642784189845,1
1.54753508682446,1
2.56128934662511,1
1.65744182619448,1
2.47877779455771,1
1.46767517167031,1
2.19393481356397,1
1.61225331023978,1
1.78221580309626,1
2.53946741902047,1
1.79315338382042,1
2.73888119169528,1
1.43327474574192,1
2.30481631830804,1
1.90615535114892,1
1.07865481950484,1
1.06231407067121,1
0.945608895593727,1
1.34587718897698,1
1.63762913645819,1
2.59926241991783,1
1.75148123984544,1
1.55481166530308,1
3.10127919234524,1
1.35854430440889,1
3.27483724056862,1
1.55096692716677,1
1.36717363536803,1
1.19020237152734,1
0.952164213235131,1
1.10306397746615,1
1.35895822948759,1
1.4833347106908,1
2.74127012671333,1
1.08621288814231,1
1.36925175204757,1
2.33816530672728,1
1.38672207729876,1
2.79630094534899,1
1.54815772776823,1
2.47087094072729,1
1.67742777954888,1
2.02554347751941,1
2.14066185600143,1
1.66390183387962,1
1.75815798291482,1
2.109132761294,1
1.44791028333898,1
3.08114562651216,1
1.48397839374565,1
2.5904325140217,1
1.46938015906527,1
3.20314420626186,1
1.01498687765942,1
1.37157130952002,1
1.66033523616043,1
2.6484905266193,1
1.62943348654906,1
2.49869253239404,1
1.63484159369409,1
2.14256602008526,1
1.16703489692859,1
1.36374313707243,1
3.42715169231736,1
1.07017052589165,1
1.1637099987442,1
1.07623245572726,1
1.33114344578575,1
1.60334832015793,1
2.69263161855277,1
1.40261095643518,1
2.90199197366038,1
1.32385671305521,1
1.59539977908218,1
1.47315637886638,1
3.18157515258514,1
1.49377730476963,1
2.47377027051611,1
1.70373127042737,1
1.54506547565156,1
3.0860422434196,1
1.62862228043353,1
1.74352817972333,1
1.91884836743656,1
1.54984766015558,1
2.88070707543483,1
1.13034640937743,1
0.928351693276101,1
1.25639386119933,1
2.37568665773234,1
1.67321639384864,1
2.07816318478961,1
1.8074618845748,1
1.72376342052402,1
2.11295446118853,1
1.49249395851912,1
2.50475680217955,1
1.73302797856158,1
2.89812774945053,1
1.48095876444614,1
2.14371747817896,1
1.84686735528138,1
1.91405179149261,1
1.73841451503465,1
1.63235217481662,1
1.69490850609334,1
2.41599652361459,1
2.04213982808812,1
1.59784968492002,1
1.69457178192294,1
2.25520217736305,1
1.55908711375958,1
3.11556859481735,1
1.72995784905623,1
2.16029577530615,1
1.4510256246589,1
1.88411408736107,1
2.4660299540623,1
1.60584103163888,1
1.90403490441174,1
1.58233961593992,1
3.6820310777146,1
1.41776180022737,1
1.35723035404472,1
2.7069148112621,1
1.44588213527132,1
0.963426619273556,1
1.41358139873927,1
2.73808927801531,1
1.4186868105263,1
1.60290744626426,1
3.65962958169375,1
1.06942988681677,1
0.999123320814683,1
1.37234474351642,1
3.065649706305,1
1.36239365817991,1
1.14319117375958,1
2.22504090736665,1
1.16158051330708,1
0.973791081388814,1
1.38006989356966,1
2.03626540937776,1
1.57296581389636,1
1.65840222580991,1
1.76613807290499,1
1.70655456914074,1
1.6715416268352,1
2.77488340950869,1
1.65478174965529,1
1.30502244498298,1
1.39047557362399,1
1.99443507521702,1
1.76779030849956,1
2.05232943728529,1
1.6859200507545,1
2.67118751817136,1
1.00050979457378,1
1.14275993520641,1
1.15688949273841,1
0.967086662021076,1
1.49770026229583,1
1.75721779832991,1
1.80342271897876,1
2.16474601085991,1
1.87314381709082,1
1.75095094458397,1
2.33238683539918,1
1.64536863312367,1
1.67158097352197,1
2.20554315919883,1
1.78972861204023,1
1.8270596040978,1
2.31990958401939,1
1.78959163032809,1
1.56202452417239,1
1.98921996124012,1
2.16349539036134,1
1.72665607798456,1
2.59896657721623,1
1.53015310208525,1
2.97318419585015,1
1.0446738985159,1
1.4562532746552,1
2.55243699097646,1
1.2995115442185,1
1.29108646681488,1
1.06662998682311,1
0.958824662777645,1
1.01859592258092,1
1.48811926418381,1
2.26258524073375,1
1.75090690177299,1
1.78470391409752,1
2.21013917289382,1
1.91795914095739,1
1.52298662452721,1
2.95752082971874,1
1.40894193923986,1
2.33544602436223,1
1.52349221259951,1
3.24968547381583,1
1.38702221466808,1
0.933346928469441,1
1.61525892513617,1
1.96980256783999,1
1.69633088635105,1
2.07609534055257,1
1.67611235841314,1
2.6344546993997,1
1.8272675248701,1
2.23282916559619,1
1.71170696671563,1
2.57219068779771,1
1.49171759943057,1
1.86932292360165,1
2.29666634176652,1
1.80848945366725,1
2.08032435852994,1
1.82125944145797,1
2.12278875043694,1
1.51732889032021,1
2.66832473412363,1
1.56277274177313,1
1.42697172283108,1
3.14239878776952,1
1.5701256752781,1
1.53948266539326,1
3.59511283940204,1
1.40048932302465,1
3.4159111248124,1
1.65751472515264,1
1.57036263961791,1
2.19314548751251,1
1.47643541453478,1
3.09435312831697,1
1.02113739994138,1
1.31662986004592,1
2.49622194411399,1
1.57100054271946,1
2.1559420452878,1
1.61926133283998,1
2.49432465076536,1
1.68930239043549,1
2.66650345744725,1
0.983205699286774,1
0.896973789497793,1
1.88403576249079,1
1.69688078119361,1
1.60158942478013,1
2.41643111137925,1
1.42890484937076,1
3.42897499760089,1
1.20447928968205,1
1.39940999286019,1
2.4629978079626,1
1.85402100064652,1
1.63471055848773,1
2.66266538271648,1
1.08016408160099,1
1.43563700754283,1
2.34044883033206,1
2.11501529787087,1
1.51159232823838,1
0.971696974820468,1
2.32466470544484,1
2.12818336758681,1
1.46677679003621,1
2.00081503303581,1
2.27513949850017,1
1.18264606135673,1
1.32778592608716,1
2.2342954954412,1
1.60749363012696,1
3.30896911328636,1
1.33064225103579,1
2.09295922531212,1
1.67316256751172,1
1.66010327141583,1
1.79789055050335,1
2.83829277069831,1
1.07561273389845,1
1.07650538280626,1
1.11042951915152,1
0.962943551278638,1
1.19998480600545,1
2.76758121652067,1
1.56436748377419,1
1.47446672425336,1
3.6378211621388,1
1.36748701987073,1
2.84144726732987,1
1.3666951784138,1
0.995186020028334,1
2.34384129158324,1
3.49204450128861,1
1.46258148468928,1
1.79228090231261,1
1.93433645596737,1
1.77573237837334,1
2.17308798742003,1
1.862588775425,1
2.2286751331731,1
1.57156364108035,1
1.85008944519187,1
2.61970186551216,1
1.32123432809976,1
3.07264415553642,1
1.01624130813621,1
1.31950890421413,1
2.00151455254275,1
1.83131149897827,1
2.12093327230227,1
1.72936403271593,1
2.32387435704943,1
1.85358327588477,1
1.7328022773099,1
1.68978118333516,1
2.07285718251332,1
1.78277093467579,1
1.63309991394175,1
2.78712423548696,1
1.00049711007961,1
0.918855528222678,1
1.11915940224538,1
1.25282746925004,1
1.29531214003361,1
3.20976254923669,1
1.58697697042686,1
1.88312915125695,1
1.61505005569484,1
2.59466556057529,1
1.59746636925994,1
2.78954242650498,1
1.43069278331595,1
2.32114729389651,1
1.7486561034012,1
1.88514630830782,1
1.48893007526177,1
2.79542209524239,1
1.0507663391732,1
1.32181057637345,1
0.925143330807358,1
1.05829328500396,1
0.912761738965039,1
1.29607458364797,1
2.71981560819554,1
1.45835826823817,1
1.00212119665706,1
3.43391733990129,1
1.51598025227294,1
1.78243448991222,1
2.48203432033197,1
1.62328998045657,1
2.17470996966561,1
1.69238635164439,1
1.72398077625076,1
2.25255648820679,1
1.83821510351879,1
2.07986361275955,1
1.78218218001515,1
2.73204699283193,1
1.22969567676148,1
1.06435314036952,1
1.39316475093906,1
1.8671828342378,1
1.88736877182031,1
2.67190796356547,1
1.4016371197945,1
5.60121167544687,1
1.1045532624619,1
1.53311469892913,1
1.72561767452513,1
2.36490346577913,1
1.75581363129106,1
2.09416238764695,1
1.75595632051903,1
2.38565801113552,1
1.80430760657209,1
1.78696622561053,1
1.62061666953939,1
1.84650266685309,1
2.14097923978473,1
1.58622196635602,1
3.04871634515702,1
1.5733060187978,1
2.1052711773186,1
1.78880443620877,1
2.00563570236616,1
2.27369299248462,1
1.7480141603428,1
2.41979278321084,1
1.77971297257315,1
2.00079970122639,1
1.52645468521764,1
2.07969990362826,1
1.67936707860065,1
2.31561186220004,1
1.45091305038672,1
2.29800284987881,1
1.47761396718142,1
2.23562299802197,1
1.78078162769833,1
1.71336379646164,1
2.50690073358964,1
1.66993610666744,1
1.7265157724899,1
1.57382224246747,1
2.25154713631956,1
2.1933048705711,1
1.83329329016208,1
2.3123594500906,1
1.63146626474308,1
1.79252002700326,1
2.5654212259476,1
1.48476521431354,1
3.06432831764326,1
1.3567087816108,1
3.72651644031651,1
1.36761398597547,1
2.73524804525172,1
1.56686170159434,1
1.75371720837608,1
2.30875571867427,1
1.51466630706662,1
2.12334732202772,1
2.18322240907491,1
1.49578911459825,1
2.42865085671626,1
1.66230490239903,1
2.91028822680126,1
1.31382294613432,1
1.00709623495386,1
1.31526021848343,1
2.01408655209852,1
1.41289954368001,1
2.56301742382911,1
1.54917096822454,1
2.02670950943902,1
2.0467806845873,1
2.01894426909883,1
1.66592657918658,1
2.62695058575404,1
1.53209181978555,1
2.11952599896486,1
1.992120601684,1
1.92316024178539,1
1.66359053745601,1
2.58380527521574,1
1.53387552840876,1
0.969855856161482,1
2.94346451595616,1
1.30697689074119,1
2.47752384434892,1
1.60379747975507,1
1.73616401018041,1
2.2899254300991,1
2.03904370903504,1
2.39097491497268,1
1.45018764566964,1
1.02630690187368,1
2.72951798723657,1
1.66428730918589,1
2.08994123913991,1
1.66214990634134,1
2.43366231967946,1
1.11499809912001,1
1.30486622246103,1
2.37445473777843,1
1.45669784923577,1
1.88259216191334,1
2.09588176791253,1
1.64272839870885,1
2.42054463824187,1
1.82065979093894,1
1.23311083683003,1
1.45718688320402,1
2.57732773400028,1
1.35989471135958,1
2.28751418445641,1
0.964295184144036,1
1.4376115225881,1
2.38103219976138,1
1.99009700906569,1
1.66002388852558,1
2.36627170837778,1
1.75713599377701,1
2.18066755892748,1
1.6474661186151,1
2.2249683665916,1
1.68721740967721,1
1.76319571137548,1
2.24056104621717,1
1.60337368438147,1
2.85888440474289,1
1.31693190140815,1
0.763470059648176,1
2.51558082347547,1
1.47569542823996,1
2.68492036580878,1
1.19604396023769,1
1.24389697025509,1
1.33151328492047,1
