time,value
0.0838055715336168,1
0.102193036640246,1
0.117304126039505,1
0.132503594845385,1
0.147791248466113,1
0.163183602568242,1
0.178703587912127,1
0.194365155660615,1
0.210191535187921,1
0.226209173707336,1
0.242455940390826,1
0.25896839558242,1
0.275799930946873,1
0.293028208426069,1
0.310740387428845,1
0.329108306215595,1
0.348380959997264,1
0.36914742639355,1
0.3945703972171,1
0.785522587462221,1
0.803880114246809,1
0.819407329542427,1
0.835149775331489,1
0.851088235382816,1
0.867128302859234,1
0.883471548190656,1
0.900018153780774,1
0.917023477841383,1
0.935312597197056,1
1.22013232677819,1
1.23848644784805,1
1.25376711882821,1
1.26914634290852,1
1.28465580187692,1
1.31611844311756,1
1.33212013587525,1
1.34834767476926,1
1.36483904137413,1
1.38164154033134,1
1.39883757532913,1
1.41650794732022,1
1.43481855735194,1
1.45401461916766,1
1.47715735834375,1
1.83902263456633,1
1.87026557131656,1
1.88611011058433,1
1.90214789136995,1
2.17614997312044,1
2.19149197315028,1
2.20663709946616,1
2.23718429174645,1
2.25262266701402,1
2.2681920378366,1
2.2839104746545,1
2.29980255116001,1
2.3322377790581,1
2.34885988607087,1
2.36582175591579,1
2.40114215271841,1
2.41979586211682,1
2.4395125087048,1
2.46116761872172,1
2.87951005288504,1
2.89528589485194,1
2.91107982754779,1
2.92695171410793,1
2.94338115021837,1
2.96271636650116,1
2.98034571442474,1
2.99718055330879,1
3.03211240977015,1
3.05048023049808,1
3.0698587559956,1
3.09089176631664,1
3.4602538555093,1
3.47860537478151,1
3.49416143234756,1
3.50985793937411,1
3.52578313951708,1
3.54287339570196,1
3.56348634307477,1
3.80650307985101,1
3.82488552228492,1
3.85527837224311,1
3.87061092772405,1
3.88605474528518,1
3.9016235971497,1
3.91734181293676,1
3.9332353162847,1
3.94933255076196,1
3.96567428218205,1
3.98229621129903,1
3.99926303987434,1
4.03459225130614,1
4.05325422192421,1
4.07297987272232,1
4.09465701407567,1
4.47709584026773,1
4.49544940568765,1
4.51100277287575,1
4.52770549172565,1
4.54395215922035,1
4.56108409281974,1
4.58182216030852,1
4.84200883361647,1
4.86034542798007,1
4.87571192596319,1
4.92260821075654,1
4.93858249701315,1
4.97111485737575,1
