height,val
5.04028294263802,1
4.04708140133473,1
4.05186771215383,1
4.04836653134094,1
4.0256837095261,1
4.01739533530285,1
4.04654288478704,1
4.01919735679014,1
4.0185420664505,1
4.01647722949834,1
3.55314716059469,1
4.03070953610314,1
4.03854177913276,1
4.04099081066518,1
4.03840787404344,1
4.04067524263791,1
3.88289854888711,1
4.07661416516996,1
4.09920612228399,1
4.13846335284103,1
4.90370777262812,1
4.02738705159939,1
4.02607416856546,1
4.04251351174292,1
4.01642248578347,1
4.01347459828435,1
4.03108826084098,1
4.04294320250461,1
4.0380000239876,1
4.0327324933395,1
4.05849045721559,1
4.05428384551278,1
4.07879126299172,1
4.08591741668281,1
4.16935508839448,1
4.88539968858652,1
4.01960205989655,1
4.01938972341273,1
4.01774299673144,1
4.01539352317845,1
4.01320355161506,1
4.03449332395199,1
4.04388114078747,1
4.03507628094795,1
4.19373482120456,1
3.97949790319333,1
4.89054234998499,1
4.02273953495066,1
4.03935278238806,1
4.01890429206334,1
4.01580871086506,1
4.01326691271796,1
4.03295220272491,1
4.02774101630087,1
4.04181131353,1
4.05156890853724,1
4.02835745967401,1
4.8614695997448,1
4.01804672707889,1
4.04792559679212,1
4.03398657278738,1
4.02393097090339,1
4.01782618257315,1
4.03557345937365,1
4.01456601794985,1
4.02902725702617,1
4.03626005750055,1
4.04139925753161,1
4.04199437607206,1
4.04062521737127,1
4.06458732265868,1
4.07417601317787,1
4.91766483063697,1
3.53875279732529,1
4.03987522884073,1
4.01736405941664,1
4.01670954333766,1
4.0142161305981,1
4.02852891202998,1
4.04028593968004,1
4.04141479736383,1
4.04172622770142,1
4.04152692566149,1
4.0435291494793,1
4.06254550402111,1
4.09574551499609,1
4.15915282114465,1
4.89120456088072,1
4.04329237302674,1
4.04081974301649,1
4.03672939044468,1
4.01788071007773,1
3.56773768168701,1
4.01575215566237,1
4.04499001438813,1
3.62415300645926,1
4.98174941993176,1
4.03559813482303,1
4.04820526490803,1
4.02087826023272,1
3.54405668251926,1
4.01893729382357,1
4.01706469957165,1
4.01456926265819,1
4.02515705624063,1
4.03841443324317,1
4.03441112484071,1
4.04122899210409,1
3.85243359507306,1
4.02269006224006,1
4.90761345762356,1
4.01766521787996,1
4.03640894842678,1
4.01845435443985,1
4.01633513405444,1
4.01377995276314,1
4.03114517111161,1
4.04308995875144,1
3.91101265880231,1
4.03915142429407,1
4.03993115148959,1
4.05012654890695,1
4.11026750742256,1
4.07424469398014,1
4.89376374137859,1
4.04599578315847,1
3.54257515975018,1
4.01777909451787,1
4.01543778022289,1
4.01313945587829,1
4.03420498561566,1
4.04340326023725,1
4.04255164045217,1
4.02720590983066,1
4.09552765099197,1
4.65417174109581,1
4.0179941752471,1
4.02744875112631,1
4.04723210432247,1
4.0161601038107,1
4.04438743018286,1
4.04154466905507,1
4.01507865110349,1
4.04248783388835,1
4.03279904742986,1
4.03263396001932,1
4.0404703146755,1
4.04614774058305,1
4.04798882802421,1
4.06062170233907,1
4.08039054900094,1
4.11160989089925,1
4.90050293117293,1
4.02036462945508,1
4.04235932926673,1
4.0485922858937,1
4.33789873270838,1
5.06219359243246,1
4.04265889789986,1
4.0509642727515,1
4.05220586344531,1
4.0507408627102,1
4.02645935925439,1
4.04491078774065,1
4.02776471143628,1
4.02009232908534,1
4.01734781801158,1
4.01701083935701,1
4.01456140447224,1
4.0252195047925,1
4.03844734933491,1
4.02787866649056,1
4.04100836537198,1
4.04661624326814,1
4.03893378727704,1
4.0603131804248,1
4.09030618151607,1
4.1271136742221,1
4.89240590525198,1
4.03060953046111,1
3.86327895457228,1
5.08006615443746,1
4.05552973060523,1
4.0545005795675,1
4.03550652866426,1
4.04022305005188,1
4.05001877632153,1
4.02194762362221,1
4.02095853254264,1
4.01970572172631,1
4.01946745431843,1
4.01786305845651,1
4.0155475043431,1
4.01308234011348,1
4.01965859827004,1
4.03012063547965,1
4.03971545229234,1
4.04415030652063,1
4.05542734756868,1
4.06947155644363,1
4.07575028606664,1
4.09932657350449,1
4.90090936192787,1
4.02036177782291,1
4.02041346103075,1
4.01418643373515,1
4.01441600495192,1
3.94021156436678,1
5.02116398681847,1
4.03853158836465,1
4.04964671053035,1
4.0395461223743,1
4.03508777145342,1
4.01902365070135,1
4.02593591011115,1
4.02399655792389,1
4.01455599005954,1
4.01381507847453,1
3.63686504394325,1
4.04249597013485,1
4.04151563222813,1
4.03855469290027,1
4.04062593602895,1
4.06283409728299,1
4.06634156022537,1
4.0996149196918,1
4.14750725543017,1
4.90836582880091,1
4.03957634055019,1
4.0454222483251,1
4.03070639731484,1
4.01624275361631,1
4.04148925314832,1
4.04030148187195,1
4.07552029257947,1
4.30316431605005,1
4.05002575795458,1
4.03597075859839,1
4.0647911142463,1
4.09378090444223,1
4.10075119091181,1
4.14066982891053,1
4.90122545472496,1
4.02034790165003,1
4.01796301411291,1
4.04054627413463,1
3.97770161610057,1
4.39546629755833,1
4.69684280986179,1
4.04304547066559,1
4.03817724498261,1
4.03896718899978,1
4.01320620007233,1
4.03577870271932,1
