time,value
0.00022843163624664,1
0.0147382327884262,1
0.030455923471429,1
0.302178140627566,1
0.319488965340335,1
0.334111396687819,1
0.348741448010397,1
0.363397015864697,1
0.378071372293624,1
0.392777759707293,1
0.407515157700884,1
0.422023995940373,1
0.437759447351828,1
0.709487302833249,1
0.726798328812125,1
0.741420360059964,1
0.756052774040043,1
0.770708021848835,1
0.785380838721563,1
0.800087004894477,1
0.814824182398283,1
0.829330723812602,1
0.845056834193667,1
1.11678008351405,1
1.13409095525575,1
1.14871327116857,1
1.1633432450167,1
1.17799883419362,1
1.19267319800557,1
1.20737962327421,1
1.22211695703225,1
1.23662529526717,1
1.2523582452262,1
1.52408525316258,1
1.54139631257084,1
1.55601828988782,1
1.57065070366008,1
1.58530593131884,1
1.59997874666431,1
1.61468492283846,1
1.62942207957397,1
1.64393264061115,1
1.65965319790214,1
1.931376485403,1
1.94868733963623,1
1.96330970033804,1
1.97793970984768,1
1.99259528677982,1
2.00726964568319,1
2.02197605209683,1
2.03671341416432,1
2.05122683275188,1
2.06695569135447,1
2.33868298402028,1
2.35599392876182,1
2.3706160912284,1
2.38524850221758,1
2.39990379298886,1
2.41457660881028,1
2.42928273320194,1
2.44401997060751,1
2.45853162846347,1
2.47425551711901,1
2.74597978383398,1
2.763290547251,1
2.77791222553937,1
2.79254321148711,1
2.80719879151201,1
2.82187315392693,1
2.83657949845529,1
2.8513169649575,1
2.86582693089752,1
2.88156470873767,1
3.15329440962656,1
3.17060553636303,1
3.18522740843902,1
3.19985982684427,1
3.21451501878162,1
3.22918783986987,1
3.24389406247414,1
3.25863116867256,1
3.27314100371992,1
3.28885873950413,1
3.56058097096889,1
3.57789179884687,1
3.59251422286107,1
3.60714427035929,1
3.62179983853161,1
3.63647419483217,1
3.65118058333194,1
3.66591797823456,1
3.68043173620117,1
3.69616175435248,1
3.9678894560147,1
3.98520038766257,1
3.9998225717692,1
4.01445498339443,1
4.02911028154652,1
4.04378309859857,1
4.05848922084025,1
4.07322646581082,1
4.08773831175097,1
4.10346234101057,1
4.37518672515807,1
4.39249748369006,1
4.40711917373049,1
4.42175016284652,1
4.43640574303769,1
4.4510801060792,1
4.46578645033725,1
4.48052391985678,1
4.49503388618682,1
4.51077177934837,1
4.78250153060198,1
4.79981265533545,1
4.81443453058553,1
4.82906694927399,1
4.84372214268388,1
4.85839496419454,1
4.87310118745453,1
4.88783829425206,1
4.90234812762917,1
4.91806586240391,1
