time,value
0,0
0.25,0
0.26,0.0499787795272649
0.75,0.0479790883077407
0.76,0.0979181193680532
1.25,0.0940003326216522
1.26,0.143901201504009
1.75,0.138143588045217
1.76,0.188007684133332
2.25,0.180485330297026
2.26,0.23031317714487
2.75,0.22109814307752
2.76,0.2708910098379
3.25,0.26005242258265
3.26,0.309810837594289
3.75,0.29741505321391
3.76,0.347144294200898
4.98370025954548,0.313489590116492
6.25,0.282095348436795
6.26,0.23188123609741
6.75,0.222604103857522
6.76,0.172439509915821
7.25,0.165540158004546
7.26,0.115426498231742
7.75,0.110808190426406
7.76,0.0607439886914733
8.25,0.0583135800443913
8.26,0.00828615382158616
8.75,0.0079546175228755
8.76,-0.0420311768314443
9.25,-0.04034947231584
9.26,-0.0902949820605
9.75,-0.0866821996135607
9.76,-0.13658914236485
10,-0.133912382063737
