time,value
0,0.00479626983908203
0.174945080960317,0.0049452412761733
0.176618494308033,0.0573648276815759
0.177695264817235,0.219659132130328
0.182722088695129,1.92045767753212
0.184399156836897,1.9784877267821
0.18489585702443,1.98493963166629
0.185627625929191,1.97255101863783
0.188522001859125,1.79638100660435
0.195060921510942,0.490835099845399
0.198033901636564,1.77036899828635
0.199641926798613,1.93901865949456
0.200946290256184,1.97682500557044
0.202967515690492,1.9914797175067
0.205777402265363,1.94079140230583
0.207873793179244,1.77553969601496
0.213383685829753,0.630606791023702
0.216119123003476,1.77678274090012
0.217604503240883,1.92672730476317
0.21873015761204,1.95759707193781
0.219277325795287,1.96202760305862
0.220250127633363,1.960082920205
0.2241251498365,1.91238398191923
0.226219845219098,1.77239783257438
0.232030073540058,0.609368047555678
0.234132859249155,1.57668678747869
0.236263272909806,1.80417189301168
0.240003253127751,1.47115562700728
0.241904147028347,1.51119668661339
0.242634560903237,1.51663993940375
0.243306137835948,1.51292634502166
0.245600840231493,1.39003718165846
0.251038751523718,0.48838226412961
0.253786229228889,1.1785858168673
0.259047083579602,0.366092499156193
0.262663378466,0.445256524664495
0.263610861501005,0.454000215097987
0.264638663135682,0.449407803986504
0.270558207793949,0.177890160637622
0.27252300641336,0.300687457242952
0.278614019086477,0.0402992037640937
0.284209523110242,0.0555455235339359
0.290667893620648,0.0227595320178259
0.292638613182542,0.0361609228339642
0.296102807439598,0.0125598445796777
0.298781711035167,0.00431711377839413
0.305075688782213,0.00607517778812916
0.311525994521194,0.00228777806764011
0.31365546425709,0.00411417897249348
0.319702481157858,0.000527631392689573
0.484687810357519,9.03979215239352e-05
0.576901421166117,0.00478806098846458
0.6,0.00480803053087758
