prob,val
0,0.0102249999999977
0,0.00730252100840312
0,0.00828630705394244
0,0.009649999999998
0,0.0107438016528927
0,0.00794142259414403
0,0.00658227848101603
0,0.0115104602510514
0,0.00960330578512449
0,0.00525316455695797
0,0.00511914893617639
0,0.00716806722688701
0,0.00552742616033205
0,0.00871250000000051
0,0.00639748953974894
0,0.00813389121338919
0,0.00547899159664022
0,0.00598312236287138
0,0.0110165289256205
0,0.00796265560165756
0,0.010991769547322
0,0.0087112970711292
0,0.00607563025209665
0,0.0102933884297546
0,0.00725941422594005
0,0.00689075630252047
0,0.00990416666666576
0,0.00674476987447756
0,0.00779831932773465
0,0.00741596638655313
0,0.0102738589211637
0,0.00760669456067034
0,0.0065504201680659
0,0.0104066390041524
0,0.00527848101265237
0,0.00744537815125569
0,0.0078953974895426
0,0.00921576763485526
0,0.00770588235293976
0,0.00855371900826256
0,0.00939834024896401
0,0.0076374999999994
0,0.00713445378151586
0,0.00633891213389211
0,0.00811814345991072
0,0.00972803347280592
0,0.00840336134453805
0,0.0115537190082618
0,0.0118140495867749
0,0.00662184873949613
0,0.00713445378150941
0,0.00719665271966658
0,0.00672689075630467
0,0.00805020920502297
0,0.00610169491525471
0,0.00705042016806841
0,0.00702521008403372
0,0.00703765690376314
0,0.00896218487395332
0,0.00990041493775778
0,0.00857916666666393
0,0.0104688796680492
0,0.00751666666666703
0,0.0107727272727295
0,0.00835000000000126
0,0.00656066945606735
0,0.00590376569037967
0,0.00756540084387925
0,0.00866255144032906
0,0.0120288065843617
0,0.0146680672268893
0,0.00966666666667066
0.025,0.00598319327731131
0.025,0.00750209205021042
0.025,0.00671308016878168
0.025,0.00562605042016926
0.025,0.00555042016806901
0.025,0.00631645569620547
0.025,0.014133064516127
0.025,0.00505485232067622
0.025,0.00648953974896011
0.025,0.00658403361344374
0.025,0.00805394190871241
0.025,0.00569491525423823
0.025,0.00707916666667003
0.025,0.0108636363636346
0.025,0.00807500000000185
0.025,0.00911250000000479
0.025,0.00523206751055024
0.025,0.0134593495935
0.025,0.0155062761506267
0.025,0.00605063291138988
0.025,0.00519067796610444
0.025,0.00844351464434802
0.025,0.0120329218106958
0.025,0.0102874999999971
0.025,0.0107325102880687
0.025,0.00534873949579723
0.025,0.00748117154811672
0.025,0.00523949579832106
0.025,0.0127530364372476
0.025,0.00611764705882265
0.025,0.0114917355371894
0.025,0.005785714285716
0.025,0.010720164609054
0.025,0.0068691983122439
0.025,0.0129878542510097
0.025,0.0101859504132214
0.025,0.0075163934426218
0.025,0.00734583333333324
0.025,0.0077750000000042
0.025,0.010198347107443
0.025,0.00710084033613635
0.025,0.00930416666666574
0.025,0.00455932203389671
0.025,0.00665000000000144
0.025,0.00566666666666626
0.025,0.0148806584362142
0.025,0.0087375000000011
0.025,0.00760924369748105
0.025,0.00548739495798456
0.025,0.00533050847458053
0.025,0.0130411522633735
0.025,0.00941004184100381
0.025,0.0070788381742744
0.025,0.00931666666666615
0.025,0.00962655601660008
0.025,0.00820833333333558
0.025,0.00837603305785447
0.025,0.012214574898784
0.025,0.00679746835442626
0.025,0.00995884773662862
0.025,0.00511764705882432
0.025,0.00773221757322276
0.025,0.0145772357723566
0.025,0.00524789915965967
0.025,0.00475105485231818
0.025,0.00747899159663615
0.025,0.00701255230125185
0.025,0.00901673640167495
0.025,0.00624369747899084
0.025,0.00782499999999876
0.025,0.00798755186721619
0.025,0.00925311203319392
0.05,0.00712916666667075
0.05,0.0040254237288152
0.05,0.0225568627450996
0.05,0.00717573221757716
0.05,0.00708368200836361
0.05,0.00952282157676591
0.05,0.00865126050420346
0.05,0.0157591836734691
0.05,0.00488607594937003
0.05,0.0069156118143434
0.05,0.00647698744769994
0.05,0.0117119341563758
0.05,0.0069037656903741
0.05,0.00692436974789186
0.05,0.00761506276151053
0.05,0.0088181818181807
0.05,0.0151872509960194
0.05,0.00357021276596349
0.05,0.0229725490196108
0.05,0.0138514056224941
0.05,0.0129674796747951
0.05,0.00391525423728756
0.05,0.0103347107438037
0.05,0.00751680672268807
0.05,0.00749166666666667
0.05,0.00500425531914792
0.05,0.0306905660377356
0.05,0.0106408163265317
0.05,0.00490295358649756
0.05,0.00455319148936192
0.05,0.010044897959187
0.05,0.0216465863453803
0.05,0.0241317829457384
0.05,0.00960245901639165
0.05,0.0175639999999989
0.05,0.00744583333333798
0.05,0.00525847457627161
0.05,0.00910743801652567
0.05,0.00500423728813335
0.05,0.00586497890294993
0.05,0.00569491525423606
0.05,0.00935833333332852
0.05,0.0108271604938282
0.05,0.00717154811715433
0.05,0.0143211382113831
0.05,0.00464406779660874
0.05,0.00625833333333835
0.05,0.00779668049792775
0.05,0.00627731092437536
0.05,0.00518644067796919
0.05,0.0106322314049574
0.05,0.00659915611814523
0.05,0.0046016949152555
0.05,0.00578991596638793
0.05,0.0058438818565446
0.05,0.02116600790514
0.05,0.00830578512396526
0.05,0.00578389830508262
0.05,0.0133456790123445
0.05,0.0104303278688483
0.05,0.00909876543210046
0.05,0.007117154811717
0.05,0.00957261410788223
0.05,0.00383474576270862
0.05,0.0124408163265285
0.05,0.00917073170731557
0.05,0.00980246913579454
0.05,0.00764853556485416
0.05,0.0347753623188425
0.05,0.00536016949152416
0.05,0.0103416666666741
0.05,0.00897500000000212
0.075,0.00636554621848567
0.075,0.00411063829786802
0.075,0.00570168067227046
0.075,0.0411048951048924
0.075,0.00408050847457348
0.075,0.00657563025210155
0.075,0.0348118081180811
0.075,0.00623206751054842
0.075,0.00856485355648071
0.075,0.00531914893617045
0.075,0.00413983050847808
0.075,0.00974273858921215
0.075,0.0284736842105232
0.075,0.0165691056910586
0.075,0.0408829787234065
0.075,0.0045063829787194
0.075,0.00512236286919591
0.075,0.00870416666666832
0.075,0.00485654008438631
0.075,0.00907024793388427
0.075,0.0052118644067795
0.075,0.00470762711864427
0.075,0.0633619631901825
0.075,0.0353820224719093
0.075,0.00575000000000108
0.075,0.00779999999999793
0.075,0.00486554621848961
0.075,0.0104526748971197
0.075,0.0263282442748095
0.075,0.00594491525423641
0.075,0.00821074380165111
0.075,0.0115336134453748
0.075,0.00999583333333263
0.075,0.0124795081967204
0.075,0.0278210116731521
0.075,0.0205714285714291
0.075,0.00566949152542214
0.075,0.00702092050209489
0.075,0.0074042553191451
0.075,0.00612552301255277
0.075,0.0163951612903222
0.075,0.00624472573839334
0.075,0.0126040816326564
0.075,0.0170650406504073
0.075,0.00587341772151417
0.075,0.0345181159420304
0.075,0.0178720000000017
0.075,0.0052109704641322
0.075,0.00386440677966478
0.075,0.00468220338982986
0.075,0.00619915254237394
0.075,0.00415254237288456
0.075,0.00518565400843995
0.075,0.00803765690376756
0.075,0.00978838174273804
0.075,0.00791176470588013
0.075,0.022278431372549
0.075,0.00839004149377448
0.075,0.0298988764044916
0.075,0.00474576271186346
0.075,0.0404590747330956
0.075,0.0063571428571473
0.075,0.00538983050847791
0.075,0.0096890756302506
0.075,0.00530084745762726
0.075,0.0214902723735432
0.075,0.00507203389830919
0.075,0.0222674418604682
0.075,0.0188690476190415
0.075,0.00963223140495757
0.075,0.00378059071729964
0.075,0.0105145228215786
0.1,0.00811344537814952
0.1,0.0331680672268913
0.1,0.00779916317991503
0.1,0.00870886075949184
0.1,0.0161895161290347
0.1,0.0167379032258049
0.1,0.0062175732217599
0.1,0.0518913043478254
0.1,0.0140696721311491
0.1,0.0562274247491618
0.1,0.00720416666666684
0.1,0.0261226053639868
0.1,0.0122540983606555
0.1,0.0690207715133528
0.1,0.00661864406780003
0.1,0.00720168067227057
0.1,0.0214531249999965
0.1,0.00680851063829676
0.1,0.00481779661016708
0.1,0.00896186440677633
0.1,0.00781355932203243
0.1,0.044285123966943
0.1,0.00509745762711926
0.1,0.00465531914893784
0.1,0.0152031872509932
0.1,0.00672765957446695
0.1,0.00459574468085196
