prob,mean,std,median,perc05,perc25,perc75,perc95
0,0.0136079445546948,0.000949002281862785,0.0136115634542533,0.0120217851055048,0.0129062788056123,0.0142043595527062,0.0152752596566537
0.025,0.0127980461711977,0.00121009661708577,0.012767300704806,0.0108659001008697,0.0119265957375668,0.0135120646948562,0.0150344688014789
0.05,0.0127621490603553,0.00127857200904555,0.0126585423695951,0.0108186788254297,0.0117774197826902,0.0134394351830264,0.014917238274329
0.075,0.0139298981910087,0.00183872978089142,0.0137065320698035,0.0112835025979246,0.0126924654163194,0.014800357562481,0.017792035372783
0.1,0.0155795245463789,0.00848252127387525,0.0145114803119167,0.0113058073619974,0.0131574540199623,0.0160650726734165,0.018733933020763
0.125,0.0256064761983009,0.0729820943357359,0.0149305547471478,0.0122717614050509,0.0135690182568662,0.0175064482973261,0.0244189760023941
0.15,0.0595016711770611,0.153884264797945,0.0166452845273042,0.0119847840515971,0.0144639569050406,0.0201965881164372,0.325901903433819
0.175,0.155328270917318,0.325583287642807,0.0196389724970363,0.0130311142775576,0.0162919609459537,0.0434338603815942,0.904337324366521
0.2,0.21310341463191,0.434557137237619,0.0253058716852321,0.0139538614386462,0.0182323587692709,0.136384173301393,1.46315421763703
0.225,0.253009379405337,0.462613489870355,0.0251732262901984,0.0135968820582879,0.0175505004987378,0.174040444221724,1.54907280977843
0.25,0.360858993788823,0.571134298409717,0.0428440306674971,0.0160988875133907,0.021896165597037,0.489929531611205,1.76453298119979
