prob,mean,std,median,perc05,perc25,perc75,perc95
0,0.00825407385609427,0.00190885406143771,0.00791841004184332,0.0054838350530094,0.0069579831932771,0.00965833333333433,0.0115493931325408
0,0.00825407385609427,0.00190885406143771,0.00791841004184332,0.0054838350530094,0.0069579831932771,0.00965833333333433,0.0115493931325408
0.0075,0.00827225245113342,0.00394733761140197,0.00708761331938404,0.00438161696345687,0.00532202247987795,0.00993983402489343,0.0172796078431398
0.015,0.0127644347784881,0.0120594822494232,0.00713445378151694,0.00436915975477986,0.00560670850618887,0.014070215556104,0.0385105956642189
0.0225,0.0164923947076244,0.0198938817825699,0.00815211201583138,0.00427957446808444,0.00547881355932218,0.0162632301273622,0.0551284523809516
0.03,0.0474517081591119,0.0899310201124661,0.0115305084745762,0.00484873949579615,0.00622689075630503,0.0342050359712204,0.277806451612903
0.0375,0.0685340071383463,0.113360532227686,0.0146866837534276,0.00459851791234947,0.00627118644067852,0.0782062596065416,0.35245372457394
0.045,0.0941884073961983,0.128077330786976,0.0179951923076961,0.00444488754201675,0.00586958434330059,0.135665065083694,0.381494735541275
0.0525,0.0872866634041274,0.101919647472537,0.0373904046437969,0.00453648068669193,0.0106553191489392,0.134852655198204,0.31692703862661
0.06,0.157258770272771,0.14959854128385,0.124645217261114,0.00489368066921383,0.0242640080804528,0.259958738920544,0.45778604681412
0.0675,1.43919787972443,7.80598033169193,0.156936490555707,0.00670862458826833,0.047197059954908,0.313612961893146,0.566791432158209
0.075,0.185262248417443,0.140860841343979,0.145832932586448,0.00581186802839515,0.081913185738644,0.289672497879562,0.455677944359066
