prob,mean,std,median,perc05,perc25,perc75,perc95
0,0.00825407385609427,0.00190885406143771,0.00791841004184332,0.0054838350530094,0.0069579831932771,0.00965833333333433,0.0115493931325408
0.025,0.00826641922759108,0.00274219815497004,0.00756281857005143,0.00512495014955233,0.00608413998510626,0.00979270187661435,0.0140656930238642
0.05,0.00985553428530548,0.00613479774454593,0.00772260803139096,0.00407820050486987,0.00585443037974727,0.0106365238657445,0.0229309803921596
0.075,0.012934895866105,0.0117976769555021,0.00797471080482384,0.00411355751892903,0.00530999819689886,0.016817073170733,0.0399513695069769
0.1,0.0184415882728546,0.0166497673051273,0.011666632513659,0.00459957446808635,0.00658033043726307,0.0269338491125572,0.0557938127090281
0.125,0.0274456666360135,0.0347430769297065,0.0131097653165794,0.00469110169491909,0.00711087866109262,0.030512124919608,0.103972646310431
0.15,0.059471045759489,0.0785013976302496,0.034818488071196,0.00502491954516116,0.0098116423784669,0.0708346551998743,0.222977027728135
0.175,0.106532842757476,0.135160782394122,0.069914875730994,0.00717467352041983,0.0183573616499895,0.12748665646675,0.324297465830309
0.2,0.128713924581524,0.182389200187282,0.0710519965077575,0.00646463036422919,0.0124542053755045,0.131085781978639,0.634883978723402
0.225,0.124010787496726,0.15813143712564,0.0543310361278012,0.0061788135593182,0.0178300934297795,0.200548647079138,0.32639136300593
0.25,0.165824894353524,0.158755429884064,0.10714351851852,0.00672704282251398,0.0486506524189329,0.26179288753847,0.406875242718453
