prob,mean,std,median,perc05,perc25,perc75,perc95
0,2.76936388859552,0.0034805744048014,2.76918251675199,2.76386387860336,2.76695380216159,2.77132836870674,2.77616536752463
0,2.76936388859552,0.0034805744048014,2.76918251675199,2.76386387860336,2.76695380216159,2.77132836870674,2.77616536752463
0.0075,2.76938599685851,0.0306225914524499,2.76967580279287,2.71616822857312,2.75097488828171,2.78942372940194,2.81797807591392
0.015,2.7717306053413,0.061311042157248,2.76973460178678,2.6800743195535,2.72967367801912,2.80779590461435,2.87260250014362
0.0225,2.77962846246197,0.0919291872429205,2.78902522301756,2.63778856383252,2.70304984712335,2.84718963163489,2.92223183684555
0.03,2.78408215810693,0.124624394713431,2.7835018592154,2.5878659744366,2.68788090601024,2.87192909677674,2.99067482422539
0.0375,3.57757396442006,7.55582594096764,2.78027193795201,2.50831836217279,2.68424484143519,2.90234814156717,3.16342251733357
0.045,2.81121154928769,0.357612809244992,2.76851781089472,2.46188192348546,2.61328932987288,2.94272616515285,3.17149694779671
0.0525,4.72383753602167,12.0135293158804,2.82140068376364,2.41585452777713,2.64166663086866,2.94724918026638,6.03379048071722
0.06,4.57556528251647,11.228952767529,2.84880653668033,2.42635529909273,2.64788454651062,3.07862376580646,6.78069711815321
0.0675,10.7728050583556,24.0103791157942,2.93828451687953,2.34102564482842,2.75086233724187,4.04200850079886,84.8671607189518
0.075,8.61439666088854,20.513504251077,2.90621817489084,2.3,2.64184903669453,3.55295869429888,61.6235699474986
