prob,mean,std,median,perc05,perc25,perc75,perc95
0,2.76936388859552,0.0034805744048014,2.76918251675199,2.76386387860336,2.76695380216159,2.77132836870674,2.77616536752463
0.025,2.76973500491448,0.00445313381396895,2.7699448440116,2.76251622233952,2.76699797568775,2.77294790279904,2.77712089509399
0.05,2.76983282003432,0.0058250210348536,2.77004374260604,2.75926771100429,2.76620929011483,2.7735204270768,2.78006013459202
0.075,2.76933893815632,0.00785293575579838,2.76936134258842,2.75545438115605,2.76456775862833,2.77392681600025,2.78230195302405
0.1,2.7686773456714,0.00962430754944927,2.76788372343335,2.75387452981281,2.76234266532099,2.77418022526942,2.78469092491572
0.125,2.7415583783184,0.16534018825679,2.76999262178177,2.74046480044589,2.76094313699732,2.77626493314781,2.79486214568154
0.15,2.74791557547985,0.219366676707773,2.76865137916483,2.73631031583427,2.75716369477471,2.7820755460821,2.79903479781891
0.175,2.71917391611819,0.385804600169563,2.76621597887383,1.80525066125842,2.75084004631757,2.78358642060127,2.88101035942105
0.2,2.7200733628283,0.384711043172714,2.77050857187832,1.76349243300272,2.75380706446051,2.78227119798843,3.10551859686962
0.225,2.78513426950211,0.777055467026528,2.77083008714251,1.32536997145187,2.74706985164843,2.79481826692424,3.79529724572372
0.25,2.93444563859187,1.16404622767876,2.76834001215539,1.36153325744891,2.7439152979593,2.79506109053669,5.45534517137417
