prob,mean,std,median,perc05,perc25,perc75,perc95
0,0.0136079445546948,0.000949002281862785,0.0136115634542533,0.0120217851055048,0.0129062788056123,0.0142043595527062,0.0152752596566537
0,0.0136079445546948,0.000949002281862785,0.0136115634542533,0.0120217851055048,0.0129062788056123,0.0142043595527062,0.0152752596566537
0.0075,0.0127708285708939,0.00118125833844552,0.0126975799997615,0.0107333576460793,0.0118536932626731,0.0135631743736754,0.0148941539980155
0.015,0.0190984833134879,0.0495705435675283,0.0130800928570246,0.0109116077081288,0.0121081648485394,0.0142195743026575,0.0169713001214948
0.0225,0.0601785964414382,0.23639081028444,0.0140866012863676,0.0111434233344354,0.0126110391572728,0.0159840167462869,0.0204376216657912
0.03,0.203567310084736,0.430764284313054,0.0163318396904462,0.0116019403629278,0.0142413475349986,0.0192029747831479,1.36775046686325
0.0375,0.300568234363952,0.480921809585058,0.0196440253632723,0.0122534261070671,0.0154280314124799,0.50323383034561,1.45756141351973
0.045,0.567355662507224,0.689451598344324,0.0593763915661817,0.0127142186670255,0.0172794234269627,1.30823974962179,1.83283903692357
0.0525,0.573466683476827,0.693331900909203,0.0989008089024493,0.0142387560863321,0.0199073720015296,1.17808393071004,1.92447129858096
0.06,0.673081175130582,0.744950373801551,0.129804217456043,0.0126487936003221,0.0176287416639315,1.59238762030679,1.8687921657318
0.0675,0.907244531690667,0.754469463712903,0.781241808714249,0.0180827833519539,0.0923703612894287,1.68442163432364,1.94168906159845
0.075,0.850881784591224,0.785522422555965,0.683069694862098,0.0185776744180451,0.0249774909250742,1.71739444048453,1.93206023238087
