time,value
0.0729737221745541,1
0.0913409788042117,1
0.10654571264228,1
0.121843626395044,1
0.137254981266302,1
0.152787888869353,1
0.168468774004776,1
0.184316659144489,1
0.200359772452458,1
0.216634538387776,1
0.233190622360397,1
0.250078593806826,1
0.475466592729225,1
0.493833617901819,1
0.509040584484366,1
0.524344529624623,1
0.539758421865281,1
0.555299657708581,1
0.570987159658586,1
0.586842979663492,1
0.60289544934434,1
0.619182082712566,1
0.635744437738992,1
0.652608626423948,1
0.877352735298668,1
0.895717866163395,1
0.910924404430466,1
0.92622282642059,1
0.941632019669216,1
0.957167533948191,1
0.972848369187357,1
0.988696393107915,1
1.00473966742331,1
1.02101422816973,1
1.03756757066687,1
1.05449763378767,1
1.07441536954793,1
1.29108855037296,1
1.30943775953633,1
1.32480957979189,1
1.34030676930129,1
1.35594159807329,1
1.37173697340686,1
1.38771930331413,1
1.40392291316527,1
1.4203846660289,1
1.43715808878815,1
1.45423947816799,1
1.68595257373389,1
1.70432730159067,1
1.71948946746538,1
1.73473247185409,1
1.75007610532706,1
1.76553905064144,1
1.78113573429488,1
1.79688595462876,1
1.81281583581785,1
1.82895640758217,1
1.84535419121091,1
1.86227506960736,1
1.8809757388942,1
2.09329394749839,1
2.11164858478902,1
2.12699427382015,1
2.14245725569157,1
2.15805790513014,1
2.17381224475702,1
2.18974687517013,1
2.2058931492853,1
2.22229162269338,1
2.23918936618777,1
2.45541189879348,1
2.4737664906351,1
2.48907735458847,1
2.50449940056276,1
2.52005258334097,1
2.5357521933374,1
2.55162275808872,1
2.56769264427021,1
2.58400102159547,1
2.60075770320821,1
2.81527091151862,1
2.83362510230959,1
2.84892728763457,1
2.86433484552489,1
2.87987096228261,1
2.89555224737341,1
2.91140098380895,1
2.9274450951061,1
2.94372369932494,1
2.96028077365332,1
3.17823066107605,1
3.19658698488075,1
3.21188757000914,1
3.22729656119771,1
3.24283311731971,1
3.2585143588179,1
3.27436316949851,1
3.29040736621032,1
3.30668123933341,1
3.32324752782607,1
3.54046562843999,1
3.55881928458964,1
3.5741147030258,1
3.58952082698134,1
3.60505173490224,1
3.62072815042595,1
3.63657074917233,1
3.65260763563956,1
3.66887581058891,1
3.68541851423605,1
3.70322327880193,1
3.91758151758034,1
3.9359365185388,1
3.9512316974443,1
3.96663391408426,1
3.98216305456565,1
3.99783401580298,1
4.01367179072684,1
4.02970467111689,1
4.04596896688756,1
4.06250161739738,1
4.08001456172799,1
4.31098545089618,1
4.32935536458471,1
4.34454061959456,1
4.35981165379919,1
4.37518901485658,1
4.39068955659847,1
4.40632904849904,1
4.42212879602877,1
4.43811690198004,1
4.45432627191799,1
4.4707980844799,1
4.48748843284534,1
4.7014427020219,1
4.71979481529052,1
4.73514204770079,1
4.75060500855044,1
4.76621051095242,1
4.78196423249302,1
4.79789883070868,1
4.8140469102469,1
4.83044323925851,1
4.84713905263166,1
4.86410308485804,1
