time,value
0,0
0.249999999999986,0
0.25,0.2
1.15,0.2
1.15000000000003,0
1.64999999999997,0
1.65,0.2
1.7,0.2
1.70000000000003,0
2.14999999999997,0
2.15,-0.4
2.24999999999997,-0.4
2.25,0
2.75,0
