prob,mean,std,median,perc05,perc25,perc75,perc95
0.0143239448782706,-2.51077020591383,0.00531261013023254,-2.51179838092375,-2.52020923327834,-2.51355491188933,-2.50694467665651,-2.50215238718461
0.0158149173345403,-2.50787064046987,0.00687593121255087,-2.50763446233884,-2.51871286021396,-2.51257679423626,-2.50272429721678,-2.49577332992876
0.0174610843886841,-2.50397136992262,0.005259269868863,-2.50392735484643,-2.51313591160886,-2.50693966821827,-2.50054607564398,-2.49707038066806
0.0192786001709196,-2.50040609749743,0.00444948815940992,-2.50049374053904,-2.5070331569043,-2.50346713538182,-2.49773867625795,-2.49384151219673
0.0212853002870225,-2.49830452047395,0.00534683346245522,-2.49721427251326,-2.50805708138027,-2.5023336525407,-2.49416768145477,-2.49036163212677
0.0235008768422998,-2.49515770454329,0.0037928091231765,-2.49498162979382,-2.50067208608043,-2.49805827443898,-2.4923521780112,-2.48912575024883
0.0259470716837229,-2.49411996659986,0.00489447385161748,-2.49368829460163,-2.50067658214875,-2.49816197473344,-2.49050553689282,-2.48481305268445
0.0286478897565412,-2.49280527448958,0.0042213698561948,-2.4932225646843,-2.49903027662163,-2.49544539496835,-2.48945411916577,-2.48506455230012
0.0316298346690805,-2.49242130218695,0.00454982563430467,-2.49308976958087,-2.49963811552646,-2.49534279136231,-2.48907863890707,-2.48456840508058
0.0349221687773682,-2.49349207100416,0.00501404334733218,-2.49372721535733,-2.50092310474045,-2.49692082896751,-2.49058187094838,-2.48525876675634
0.0385572003418393,-2.49669109711316,0.00445887304574154,-2.4969368847596,-2.50368750988143,-2.49952152313273,-2.4935181867905,-2.48832460463465
0.042570600574045,-2.49959444921034,0.0042902171568534,-2.49977897077851,-2.50610783537422,-2.5020898458982,-2.49642584365284,-2.49224235413096
0.0470017536845995,-2.50612056004275,0.00560496019057328,-2.50597771739533,-2.51435082283537,-2.50962417753664,-2.50275024800561,-2.49721290707375
0.0518941433674458,-2.51814938429451,0.0054675887192288,-2.51728053050759,-2.52965404729747,-2.52201757242767,-2.51363687160394,-2.51092051086301
0.0572957795130823,-2.5295884526279,0.00514556546272222,-2.53032389084675,-2.53550267945625,-2.53322846216845,-2.52687205851189,-2.52122157924312
