prob,val
0.21335,-1.96857781320529
0.21335,-1.95853303205956
0.21335,-1.96243154556465
0.21335,-1.9570580795611
0.21335,-1.95693042400582
0.21335,-1.96992223015989
0.21335,-1.96483825235571
0.21335,-1.96116425813464
0.21335,-1.95945247063232
0.21335,-1.96203725861292
0.21335,-1.96963324281924
0.21335,-1.96284987307228
0.21335,-1.9683294023705
0.21335,-1.95496185156593
0.21335,-1.95951587922761
0.21335,-1.96087762112088
0.21335,-1.95420123031273
0.21335,-1.95672946472743
0.21335,-1.96705208328777
0.21335,-1.96887099131918
0.21335,-1.95936620284596
0.21335,-1.97381909080416
0.21335,-1.96072326182706
0.21335,-2.01230272464568
0.21335,-1.95811048670464
0.21335,-1.9643388790754
0.21335,-1.96048233520203
0.21335,-1.96385336925551
0.21335,-1.96535331746898
0.21335,-1.95717568178787
0.21335,-1.95865568383241
0.21335,-1.96380777215089
0.21335,-1.96411495705406
0.21335,-1.96404620708394
0.21335,-1.95957998886853
0.21335,-1.96304821256964
0.21335,-1.95100425085061
0.21335,-1.96792125638166
0.21335,-1.96701235896329
0.21335,-1.96138621499884
0.21335,-1.96064426921788
0.21335,-1.97199386532498
0.21335,-1.95972886474544
0.21335,-1.95761212402957
0.21335,-1.96233709642866
0.21335,-1.94555403892787
0.21335,-1.95525568355401
0.21335,-2.02441694025481
0.235557497742308,-2.02024008855325
0.235557497742308,-2.01479826120366
0.235557497742308,-2.0068408507341
0.235557497742308,-2.00953703658033
0.235557497742308,-2.02307865972626
0.235557497742308,-2.00674172379652
0.235557497742308,-2.02604661142398
0.235557497742308,-2.01220207620072
0.235557497742308,-2.014332873821
0.235557497742308,-2.00778822872694
0.235557497742308,-2.01512686185625
0.235557497742308,-2.02063705179958
0.235557497742308,-2.02197105941805
0.235557497742308,-2.0165708380991
0.235557497742308,-2.02025501288267
0.235557497742308,-2.02511057535939
0.235557497742308,-2.0201642716674
0.235557497742308,-2.01233917725793
0.235557497742308,-2.01915780337647
0.235557497742308,-2.01889826096261
0.235557497742308,-2.01108269146172
0.235557497742308,-2.01459951604749
0.235557497742308,-2.00320553906522
0.235557497742308,-2.07792620064344
0.235557497742308,-2.01728841698976
0.235557497742308,-2.02111353575335
0.235557497742308,-2.02681565450464
0.235557497742308,-2.02096532334312
0.235557497742308,-2.01305867987874
0.235557497742308,-2.020012988313
0.235557497742308,-2.01262595317747
0.235557497742308,-2.01521446452451
0.235557497742308,-2.02134892742299
0.235557497742308,-2.02460862944677
0.235557497742308,-2.01893276513423
0.235557497742308,-2.0141520141757
