time,angle
-0.0309999999999491,-1.32671876503576
0.0149999999999864,-1.04571666958718
0.0629999999999882,-0.70464147329936
0.108000000000061,-0.351299922439084
0.211999999999989,0.503852776973301
0.26400000000001,0.89896133825164
0.291000000000054,1.08435215059263
0.317000000000007,1.24773261039357
0.343000000000075,1.39527607766435
0.369000000000028,1.52646842305604
0.394000000000005,1.63710460692571
0.420000000000073,1.73614607995277
0.446000000000026,1.81916574245862
0.47199999999998,1.88653201418373
0.498000000000047,1.93866605597068
0.510999999999967,1.95913538708981
0.524999999999977,1.9770899082061
0.538000000000011,1.9899979022668
0.552000000000021,1.99988361204746
0.565000000000055,2.00536250533874
0.579000000000065,2.00728584315331
0.593000000000075,2.00516297558558
0.605999999999995,1.99945014092747
0.619000000000028,1.98986564694916
0.633000000000038,1.97511147839703
0.647000000000048,1.9557069165534
0.659999999999968,1.93347434807239
0.686000000000035,1.87668119009443
0.712999999999965,1.80006422206733
0.739000000000033,1.70906096575755
0.764999999999986,1.60103986369696
0.791000000000054,1.47597339852936
0.815000000000055,1.34559706928968
0.839000000000055,1.20127477106449
0.889999999999986,0.85189643939082
0.941000000000031,0.456010874062867
1.072,-0.621009640644367
1.11400000000003,-0.931667896356165
1.15300000000002,-1.18823191916358
1.17700000000002,-1.32885814988403
1.20100000000002,-1.45569868637621
1.22500000000002,-1.56853001956229
1.24900000000002,-1.66736216078896
1.27300000000002,-1.75233532311128
1.29700000000003,-1.82373789920255
1.32100000000003,-1.88186440457869
1.346,-1.92860131061351
1.36199999999997,-1.95128613063088
1.37800000000004,-1.96840724682899
1.39400000000001,-1.98004046002997
1.41100000000006,-1.98643978204521
1.428,-1.98672573985428
1.44400000000007,-1.98136951462308
1.46000000000004,-1.97010902723501
1.47500000000002,-1.95403885545522
1.49099999999999,-1.93095209935496
1.50599999999997,-1.90365625115102
1.52200000000005,-1.86845446739855
1.53700000000003,-1.82968454491407
1.56700000000001,-1.73527295237111
1.59800000000007,-1.61451330491801
1.62700000000007,-1.48015639164349
1.65600000000006,-1.32507090627143
1.68500000000006,-1.14985413979154
1.71500000000003,-0.948730744783841
1.774,-0.503855900424819
1.88200000000006,0.389182930830106
1.92700000000002,0.7430331801321
1.976,1.08827586087625
2,1.23851649625107
2.02300000000002,1.36981382498739
2.053,1.52186071277173
2.08199999999999,1.64800739077318
2.11099999999999,1.75390532648321
2.14099999999996,1.84256320467002
2.15600000000006,1.87912209707357
2.17100000000005,1.9105992763183
2.18700000000001,1.93866379954338
2.202,1.95986037451067
2.21699999999998,1.97621021685211
2.23199999999997,1.98774401318264
2.24700000000007,1.9944938607255
2.26300000000003,1.99646691526636
2.27800000000002,1.99346311634248
2.29200000000003,1.98612509513169
2.30700000000002,1.97316469438238
2.32100000000003,1.95624491704192
2.33600000000001,1.93288422437218
2.35000000000002,1.9061436289346
2.37800000000004,1.83819970941124
2.40600000000006,1.75073704043706
2.43399999999997,1.64354199396295
2.46199999999999,1.51654069905578
2.49099999999999,1.36454408346766
2.53700000000003,1.08325591913979
2.58600000000001,0.734262148766883
2.63,0.387236446357434
2.73500000000001,-0.480391385436454
2.78800000000001,-0.884464577499321
2.81500000000005,-1.07042481410787
2.84100000000001,-1.23437855107683
2.86699999999996,-1.38252521260682
2.89300000000003,-1.51436891215098
2.91800000000001,-1.62560679281868
2.94400000000007,-1.72527439406785
2.97000000000003,-1.80887317082869
2.99599999999998,-1.87677430252873
3.02200000000005,-1.92940767546591
3.03499999999997,-1.95011501806624
3.04899999999998,-1.96829730989838
3.06200000000001,-1.98140153078688
3.07600000000002,-1.99148594753456
3.08900000000006,-1.9971385539758
3.10300000000007,-1.99922696329737
3.11599999999999,-1.99752201679369
3.12900000000002,-1.99210736526668
3.14099999999996,-1.98363916270495
3.154,-1.97062549619395
3.16700000000003,-1.95357286332174
3.18000000000006,-1.93243771362805
3.20500000000004,-1.88020153702346
3.23000000000002,-1.81252463767034
3.25599999999997,-1.72597418600801
3.28200000000004,-1.62291725803865
3.30700000000002,-1.50796021657588
3.33100000000002,-1.38299468442625
3.35599999999999,-1.23788173074819
3.38200000000006,-1.07150245665715
3.40800000000002,-0.890489149157787
3.46199999999999,-0.476387843438097
3.56200000000001,0.350756604483298
3.60300000000007,0.675595541593796
3.649,1.00730085471556
3.69299999999998,1.2827292469049
3.72000000000003,1.42924611544494
3.74700000000007,1.55808028894189
3.774,1.66920774870452
3.80100000000004,1.76282474245566
3.82799999999997,1.83930121247824
3.85599999999999,1.90096011824296
3.87,1.92520803818915
3.88400000000001,1.94512697395068
3.89800000000002,1.96078892401791
3.91200000000003,1.97222595166224
3.92600000000004,1.97947933302789
3.94100000000003,1.98261580890413
3.95500000000004,1.98128492949812
3.96900000000005,1.97565280177501
3.98300000000006,1.9654440927523
3.99599999999998,1.95178436398494
4.00999999999999,1.93251990108362
4.02300000000002,1.91036337918523
4.05100000000004,1.84866212426701
4.07799999999997,1.77135677598576
4.10500000000002,1.67612830903279
4.13200000000006,1.5626494260726
4.15899999999999,1.43091277810794
4.18600000000004,1.28119286928279
4.21400000000006,1.10767280424263
4.24199999999996,0.916878215524866
4.298,0.492135275547288
4.404,-0.384194769845623
4.44799999999998,-0.730575083323018
4.49700000000007,-1.07704731296614
4.52100000000007,-1.22801087858004
4.54399999999998,-1.36005094639506
4.57299999999998,-1.50834364850266
4.60199999999998,-1.63616240415552
4.63099999999997,-1.74367650675331
4.66100000000006,-1.83397024393508
4.67600000000004,-1.87130728508794
4.69100000000003,-1.90356848505193
4.70600000000002,-1.93080960616035
4.721,-1.95308833880003
4.73599999999999,-1.97049204054764
4.75200000000007,-1.9837217060363
4.76800000000003,-1.99152928190825
4.78300000000002,-1.99390436280907
4.79700000000003,-1.99191190357612
4.81100000000004,-1.98581819719572
4.82500000000005,-1.97557616269981
4.83799999999997,-1.96218111220008
4.85199999999998,-1.94342857608325
4.86500000000001,-1.92189915152033
4.89099999999996,-1.86666756503257
4.91800000000001,-1.79176903290579
4.94400000000007,-1.70244325966172
4.97000000000003,-1.59607494162427
4.99599999999998,-1.47264262615657
5.01999999999998,-1.3437226772155
5.04500000000007,-1.19457544372471
5.096,-0.847162974606491
5.14800000000002,-0.445966624425462
5.24199999999996,0.332283715763277
5.27999999999997,0.635235149390857
5.322,0.943846875549187
5.36099999999999,1.19829925264457
5.38499999999999,1.33756681937192
5.40899999999999,1.46301558589974
5.43299999999999,1.57446766791526
5.45699999999999,1.67193411924568
5.48099999999999,1.75557280715278
5.505,1.82563802798546
5.529,1.88244219545413
5.55399999999997,1.92782838629706
5.57000000000005,1.94963615155947
5.58600000000001,1.96587599943532
5.60199999999998,1.97663861377629
5.61900000000003,1.98207201592599
5.63499999999999,1.9816395297797
5.65100000000007,1.97564597573312
5.66700000000003,1.96378250377098
5.68299999999999,1.94608191466906
5.69900000000007,1.9223902557896
5.71500000000003,1.89268799698367
5.73099999999999,1.85702435761931
5.74599999999998,1.81804349240637
5.77700000000004,1.72007509758883
5.80799999999999,1.59889688887912
5.83600000000001,1.46916338435774
5.86500000000001,1.31444025199783
5.89400000000001,1.13963181209015
5.92399999999998,0.939012568425283
5.98300000000006,0.495430805554204
6.09199999999998,-0.402301745991173
6.13599999999997,-0.747360475977578
6.18500000000006,-1.0920908616166
6.20900000000006,-1.24210495995532
6.23199999999997,-1.37318977548718
6.26099999999997,-1.5202635231181
6.28999999999996,-1.64688253716535
6.31900000000007,-1.75319650130527
6.34900000000005,-1.84232319298958
6.36400000000003,-1.87910852263159
6.37900000000002,-1.91078485641468
6.39400000000001,-1.93748042934721
6.40999999999997,-1.96052140896179
6.42500000000007,-1.97708345355524
6.44000000000005,-1.98884104095324
6.45500000000004,-1.99582184593303
6.471,-1.99803224723403
6.48599999999999,-1.99524281445201
6.5,-1.98806793085824
6.51499999999999,-1.97527776504659
6.529,-1.95850219648373
6.54300000000001,-1.93699912253432
6.55700000000002,-1.91072664848683
6.58500000000004,-1.84370118030029
6.61300000000006,-1.7571339535904
6.64099999999996,-1.65079646902103
6.67000000000007,-1.52019099998909
6.69799999999998,-1.37468477736273
6.74400000000003,-1.09503405554839
6.79300000000001,-0.748141557587706
6.84000000000003,-0.379332347205582
6.94600000000003,0.49168221395807
7,0.899139866346749
7.02800000000002,1.08886845545268
7.05600000000004,1.26123438410061
7.08400000000006,1.41511491998058
7.11099999999999,1.54554927524447
7.13999999999999,1.66589827839999
7.17000000000007,1.7691653303414
7.19900000000007,1.84890977887515
7.21400000000006,1.88258683112698
7.22900000000004,1.91119633489131
7.24400000000003,1.93482663121539
7.25900000000001,1.95351777365158
7.27499999999998,1.96809251529622
7.28999999999996,1.97676455176529
7.30500000000006,1.9806377099434
7.32100000000003,1.97956989377394
7.33600000000001,1.97349064946452
7.351,1.9621494957476
7.36400000000003,1.94798252693474
7.37700000000007,1.92973723759799
7.40200000000004,1.88302293889868
7.42700000000002,1.82086273326124
7.452,1.7430633327204
7.47699999999998,1.64948082386309
7.50200000000007,1.54006647486577
7.52700000000004,1.4149003238587
7.553,1.26834998556356
7.59500000000003,0.998217056400799
7.63900000000001,0.676356236642851
7.68100000000004,0.341239086595455
7.77700000000004,-0.456724989622647
7.827,-0.842596158510953
7.85300000000007,-1.02543232809157
7.87900000000002,-1.19371558371241
7.904,-1.34078829249825
7.92899999999997,-1.47286093884965
7.95600000000002,-1.59838226645716
7.98300000000006,-1.70623942980813
8.00999999999999,-1.79668108096257
8.03700000000003,-1.87011962186429
8.06500000000005,-1.92883284342281
8.07900000000006,-1.95167634226148
8.09300000000007,-1.97024305434503
8.10699999999997,-1.98459998007827
8.12099999999998,-1.99477326950503
8.13499999999999,-2.00080035079969
8.149,-2.00270091955379
8.16399999999999,-2.00022060620041
8.178,-1.99340658632243
8.19299999999998,-1.98102863062266
8.20699999999999,-1.96465549133094
8.22199999999998,-1.94188590602701
8.23599999999999,-1.91570361414728
8.26499999999999,-1.8464617682147
8.29399999999998,-1.75725028871153
8.32299999999998,-1.64792231879147
8.351,-1.52268245687275
8.38,-1.3724606641126
8.40300000000002,-1.23873829436507
8.42700000000002,-1.08602795933914
8.476,-0.736555190603701
8.52100000000007,-0.380480611703274
8.62400000000002,0.475318767031199
8.67899999999997,0.894637027809406
8.70699999999999,1.08625165671046
8.73400000000004,1.25456931472388
8.76099999999997,1.40570187891712
8.78700000000003,1.53454206801513
8.81399999999996,1.65092868001004
8.84199999999998,1.75304302701375
8.86900000000003,1.83401541232295
8.89700000000005,1.90027425921633
8.91100000000006,1.92679334847338
8.92500000000007,1.94899243289853
8.93899999999996,1.9669252011984
8.95400000000006,1.98144209734347
8.96800000000007,1.99066050075329
8.98300000000006,1.99592169135931
8.99800000000005,1.99650243367019
9.01200000000006,1.9927305990909
9.02600000000007,1.98448893277384
9.03999999999996,1.97162949178731
9.05399999999997,1.95409290094262
9.06700000000001,1.9335750233526
9.09400000000005,1.87776468984238
9.12099999999998,1.80393885790957
9.14800000000002,1.71184141340271
9.17399999999998,1.60577884825122
9.20100000000002,1.47755439566339
9.22800000000007,1.33113748858251
9.27200000000005,1.05525612946735
9.31900000000007,0.715165407369668
9.36300000000006,0.364472121185984
9.46400000000006,-0.477829009413718
9.51599999999996,-0.877824111738741
9.54300000000001,-1.06571200417611
9.57000000000005,-1.23757726522613
9.596,-1.38690684189301
9.62200000000007,-1.51988758357881
9.649,-1.64055089326372
9.67700000000002,-1.74707098681803
9.70400000000006,-1.83220939186356
9.73199999999997,-1.90275923454848
9.74599999999998,-1.93142053433198
9.75999999999999,-1.95575460124445
9.774,-1.97580670018744
9.78800000000001,-1.9916546567531
9.80200000000002,-2.00331299196053
9.81700000000001,-2.01121033616737
9.83100000000002,-2.01435200197258
9.84500000000003,-2.01328776603633
9.86000000000001,-2.00716216616633
9.87400000000002,-1.99685702474923
9.88800000000003,-1.98203829894893
9.90200000000004,-1.96259935873426
9.91600000000005,-1.93848581461184
9.93000000000006,-1.90962176774479
9.95799999999997,-1.83748054567559
9.98599999999999,-1.74582508429904
10.013,-1.63872426619368
10.04,-1.51316361116393
10.068,-1.36369039600382
10.114,-1.07843138008933
10.163,-0.725469318312885
10.208,-0.366920624555442
10.309,0.475754916586529
10.361,0.875676984146956
10.388,1.0635331469453
10.414,1.22929323943131
10.4400000000001,1.37921498049244
10.466,1.51280942727378
10.492,1.62993298488056
10.518,1.7307036098237
10.544,1.81540270611691
10.5700000000001,1.88443112269156
10.597,1.93996856536776
10.61,1.96097358770437
10.624,1.97949963398744
10.6370000000001,1.99290253974579
10.6510000000001,2.00332525825381
10.665,2.00963111717166
10.678,2.01157769464343
10.691,2.00958502680039
10.7040000000001,2.00361953836394
10.717,1.99363625220491
10.73,1.97961439838426
10.7430000000001,1.96152088724687
10.756,1.9393279036585
10.7810000000001,1.88503620978355
10.807,1.81215978185078
10.832,1.72617411388767
10.857,1.62444060601553
10.8820000000001,1.50695576939388
10.9060000000001,1.37946727732674
10.931,1.23174849247148
10.956,1.06948958967406
10.982,0.886482076325239
11.033,0.492482043545782
11.128,-0.298549150636402
11.1700000000001,-0.634036822457871
11.215,-0.962616577643354
11.258,-1.23746901439261
11.284,-1.38286860760614
11.3100000000001,-1.51194679742943
11.336,-1.62457545810622
11.362,-1.72087470899918
11.388,-1.80111741463832
11.415,-1.86782359610972
11.442,-1.91804711230985
11.455,-1.93645257208977
11.4690000000001,-1.9521647930301
11.484,-1.96426175351282
11.499,-1.97154124707111
11.514,-1.97403307847325
11.528,-1.97173495312315
11.542,-1.96477964146512
11.556,-1.95309557155772
11.5700000000001,-1.9366475190517
11.5840000000001,-1.91540197388076
11.5980000000001,-1.88932749196437
11.6130000000001,-1.85605407861316
11.6420000000001,-1.77672442829714
11.671,-1.67741463932881
11.6990000000001,-1.56185922178828
11.726,-1.43193425403483
11.754,-1.27823145522249
11.782,-1.10591613377879
11.8100000000001,-0.91631423974595
11.866,-0.493825598786906
11.972,0.378777902448221
12.016,0.723535864807966
12.0650000000001,1.0683766838543
12.088,1.21260979733498
12.111,1.34453963093383
12.14,1.49274553078966
12.169,1.62050078334081
12.198,1.72794914771133
12.227,1.81545387854794
12.242,1.85306071279239
12.2570000000001,1.88554286631192
12.272,1.91296426805576
12.287,1.93541050569444
12.302,1.95293719772184
12.317,1.96556888922289
12.332,1.97337149110147
12.347,1.97640584346909
12.362,1.97472146911595
12.376,1.96882761806972
12.391,1.95768521735748
12.405,1.94262572018569
12.4200000000001,1.92137629911222
12.434,1.89668058745345
12.462,1.832936570595
12.49,1.74976039609571
12.518,1.64688728428494
12.546,1.52420777031914
12.5740000000001,1.38186989897655
12.597,1.25056214124983
12.621,1.10061512949265
12.6700000000001,0.758089748605493
12.716,0.401957950239484
12.821,-0.452055254557953
12.878,-0.875830131750962
